station,lat,lon,year,tmax,tmin,airfrost,rain,sun
Southampton,50.898,-1.408,1860,19.5,-0.4,4.25,93.2583333333333,NaN
Southampton,50.898,-1.408,1861,21.4,-0.4,3.33333333333333,63.2083333333333,NaN
Southampton,50.898,-1.408,1862,20.2,1.8,2.5,72.4333333333333,NaN
Southampton,50.898,-1.408,1863,22.1,3.1,1.5,66.6833333333333,NaN
Southampton,50.898,-1.408,1864,22.1,0.3,4.16666666666667,53.4833333333333,NaN
Southampton,50.898,-1.408,1865,22.6,0,4,90.375,NaN
Southampton,50.898,-1.408,1866,21.8,2.3,2.25,80.5083333333333,NaN
Southampton,50.898,-1.408,1867,20.7,-1.2,4.91666666666667,65.375,NaN
Southampton,50.898,-1.408,1868,25.9,1,2.91666666666667,75.375,NaN
Southampton,50.898,-1.408,1869,22.5,1.1,3.16666666666667,62.3083333333333,NaN
Southampton,50.898,-1.408,1870,23.8,-1.2,5.41666666666667,49.5916666666667,NaN
Southampton,50.898,-1.408,1871,22.9,-0.8,3.66666666666667,62.8416666666667,NaN
Southampton,50.898,-1.408,1872,22.8,2.4,1.91666666666667,88.8583333333333,NaN
Southampton,50.898,-1.408,1873,21.3,0.4,2.66666666666667,62.8583333333333,NaN
Southampton,50.898,-1.408,1874,23,-1.1,4.16666666666667,65.95,NaN
Southampton,50.898,-1.408,1875,21,-0.3,3.91666666666667,70.2416666666667,NaN
Southampton,50.898,-1.408,1876,23.4,0.8,3.33333333333333,76.375,NaN
Southampton,50.898,-1.408,1877,21.6,2.2,2.08333333333333,74.1416666666667,NaN
Southampton,50.898,-1.408,1878,22.3,-0.9,4,68.725,NaN
Southampton,50.898,-1.408,1879,19.2,-2.3,6.33333333333333,77.0916666666667,NaN
Southampton,50.898,-1.408,1880,22.6,-1.5,4.41666666666667,69.5666666666667,NaN
Southampton,50.898,-1.408,1881,23.8,-2.8,4.33333333333333,62.3166666666667,NaN
Southampton,50.898,-1.408,1882,20.6,2.7,2.16666666666667,72.05,NaN
Southampton,50.898,-1.408,1883,21.5,-1.1,3.58333333333333,64.2666666666667,NaN
Southampton,50.898,-1.408,1884,24.2,3,1.66666666666667,52.55,NaN
Southampton,50.898,-1.408,1885,23.4,1.5,3,63.9333333333333,NaN
Southampton,50.898,-1.408,1886,22.5,-0.4,5.33333333333333,78.2416666666667,NaN
Southampton,50.898,-1.408,1887,24.6,0.1,6,49.275,NaN
Southampton,50.898,-1.408,1888,19.4,-0.3,5.75,67.4083333333333,NaN
Southampton,50.898,-1.408,1889,22.1,0.8,4.66666666666667,53.7916666666667,NaN
Southampton,50.898,-1.408,1890,20.8,-3.2,4.83333333333333,51.6333333333333,NaN
Southampton,50.898,-1.408,1891,21.6,-1.2,5.25,82.2,NaN
Southampton,50.898,-1.408,1892,21.6,-0.2,5.83333333333333,50.7666666666667,NaN
Southampton,50.898,-1.408,1893,23.4,0,3.16666666666667,49.7833333333333,NaN
Southampton,50.898,-1.408,1894,20.6,1.7,2.16666666666667,73.9083333333333,NaN
Southampton,50.898,-1.408,1895,23.6,-4.5,16.5833333333333,53.1166666666667,159.745454545455
Southampton,50.898,-1.408,1896,23.6,1.7,3.33333333333333,55.7333333333333,135.675
Southampton,50.898,-1.408,1897,24.2,0.5,2.41666666666667,68.95,143.333333333333
Southampton,50.898,-1.408,1898,23.3,1.5,2.08333333333333,56.4,132.708333333333
Southampton,50.898,-1.408,1899,25.7,0.8,3.58333333333333,58.475,166.633333333333
Southampton,50.898,-1.408,1900,24.6,1.4,2.58333333333333,66.85,141.35
Southampton,50.898,-1.408,1901,24.3,0.1,4.75,59.8416666666667,150.541666666667
Southampton,50.898,-1.408,1902,22.2,0.3,3.08333333333333,58.125,125.575
Southampton,50.898,-1.408,1903,21.6,2,2.33333333333333,91.4666666666667,135.466666666667
Southampton,50.898,-1.408,1904,23.3,2,3,65.6416666666667,139.225
Southampton,50.898,-1.408,1905,24.7,1.1,3,55.425,137.891666666667
Southampton,50.898,-1.408,1906,23.1,1.2,3,70.0416666666667,157.625
Southampton,50.898,-1.408,1907,20.7,0.6,2.66666666666667,65.225,142.375
Southampton,50.898,-1.408,1908,21.8,0.6,2.5,58.95,148.95
Southampton,50.898,-1.408,1909,22.3,0.2,4.5,76.4166666666667,145.625
Southampton,50.898,-1.408,1910,20,1.5,2.91666666666667,71.2,126.408333333333
Southampton,50.898,-1.408,1911,25.6,1.6,2.41666666666667,64.3833333333333,159.491666666667
Southampton,50.898,-1.408,1912,21.3,3,1.5,78.9583333333333,114.475
Southampton,50.898,-1.408,1913,20.8,2.6,1.83333333333333,67.7166666666667,118.2
Southampton,50.898,-1.408,1914,22.3,1.2,2.75,78.2916666666667,145.733333333333
Southampton,50.898,-1.408,1915,21.5,1,3.16666666666667,88.1666666666667,135.766666666667
Southampton,50.898,-1.408,1916,22.2,0.3,4.25,91.375,122.736363636364
Southampton,50.898,-1.408,1917,21.7,-0.8,6,63.5916666666667,132.625
Southampton,50.898,-1.408,1918,21.2,1.9,2.66666666666667,67.9416666666667,145.316666666667
Southampton,50.898,-1.408,1919,22.6,0.5,10.35,79.8,136.754545454545
Southampton,50.898,-1.408,1920,19.5,2.3,2.33333333333333,66.8833333333333,119.716666666667
Southampton,50.898,-1.408,1921,25.3,1.4,6.85833333333333,63.425,144.47
Southampton,50.898,-1.408,1922,20.2,2.1,3.16666666666667,72.8583333333333,136.708333333333
Southampton,50.898,-1.408,1923,23.2,-0.1,19.4916666666667,65.9583333333333,143.88
Southampton,50.898,-1.408,1924,20.1,0.1,13.3916666666667,82.6833333333333,141.054545454545
Southampton,50.898,-1.408,1925,22.7,1.6,3.33333333333333,76.95,152.683333333333
Southampton,50.898,-1.408,1926,22.1,2,6.15,61.6083333333333,133.563636363636
Southampton,50.898,-1.408,1927,20.2,1,3.08333333333333,79.8083333333333,128.133333333333
Southampton,50.898,-1.408,1928,23.3,0.9,2.08333333333333,75.9083333333333,147.141666666667
Southampton,50.898,-1.408,1929,23.1,-2.5,4.66666666666667,70.1416666666667,155.891666666667
Southampton,50.898,-1.408,1930,21.2,0.8,8.81666666666667,80.325,130.590909090909
Southampton,50.898,-1.408,1931,19.5,1.1,3.5,66.1083333333333,113.008333333333
Southampton,50.898,-1.408,1932,22.7,0.6,3.16666666666667,69.5583333333333,106.583333333333
Southampton,50.898,-1.408,1933,23.8,-1,4.25,50.0083333333333,153.491666666667
Southampton,50.898,-1.408,1934,23.2,-0.8,23.6333333333333,49.7583333333333,142.509090909091
Southampton,50.898,-1.408,1935,23.7,2.4,1.75,87.2583333333333,131.616666666667
Southampton,50.898,-1.408,1936,21.5,0.7,4.74166666666667,78.4916666666667,120.145454545455
Southampton,50.898,-1.408,1937,23,1.5,2.75,81.975,126.341666666667
Southampton,50.898,-1.408,1938,21.8,2.3,1.41666666666667,57.5416666666667,124.1
Southampton,50.898,-1.408,1939,21.6,0.9,14.475,74.3416666666667,138
Southampton,50.898,-1.408,1940,23.1,-2.7,4.09090909090909,66.8416666666667,158.172727272727
Southampton,50.898,-1.408,1941,19.9,3.1,1.5,60.55,139.016666666667
Southampton,50.898,-1.408,1942,21.3,-2.2,4.41666666666667,60.7916666666667,132.866666666667
Southampton,50.898,-1.408,1943,22.1,2,1.91666666666667,55.0666666666667,151.008333333333
Southampton,50.898,-1.408,1944,20.9,0.7,2.75,55.5833333333333,140.341666666667
Southampton,50.898,-1.408,1945,21.9,-1.6,2.58333333333333,55.6583333333333,123.93
Southampton,50.898,-1.408,1946,22.1,0.2,3.41666666666667,77.5666666666667,128.281818181818
Southampton,50.898,-1.408,1947,26.8,-2.4,5.16666666666667,51.5083333333333,127.1
Southampton,50.898,-1.408,1948,21.5,2.1,2.08333333333333,67.2333333333333,139.041666666667
Southampton,50.898,-1.408,1949,24.7,1.9,2.41666666666667,56.8166666666667,171.3
Southampton,50.898,-1.408,1950,22.2,-0.7,2.75,69.2166666666667,144.258333333333
Southampton,50.898,-1.408,1951,22.4,1.9,8.93333333333333,105.891666666667,134.527272727273
Southampton,50.898,-1.408,1952,23.4,0.8,3.66666666666667,66.25,139.141666666667
Southampton,50.898,-1.408,1953,22.3,1.1,2.58333333333333,58.3666666666667,138.75
Southampton,50.898,-1.408,1954,20,0.8,2.58333333333333,73.825,122.508333333333
Southampton,50.898,-1.408,1955,24.7,-0.3,4.83333333333333,63.0833333333333,148.491666666667
Southampton,50.898,-1.408,1956,21.4,-3.3,8.1,66.3583333333333,139.018181818182
Southampton,50.898,-1.408,1957,23.4,2.5,1.58333333333333,63.5333333333333,136.425
Southampton,50.898,-1.408,1958,21.4,1.7,7.95833333333333,76.7833333333333,122.145454545455
Southampton,50.898,-1.408,1959,24.2,-0.2,2.75,59.125,165.15
Southampton,50.898,-1.408,1960,22,1.8,17.1833333333333,89.625,130.554545454545
Southampton,50.898,-1.408,1961,21.9,1.3,2.16666666666667,61.6666666666667,136.483333333333
Southampton,50.898,-1.408,1962,20.7,-0.1,7.175,67.0666666666667,130.509090909091
Southampton,50.898,-1.408,1963,20.8,-4.6,13.675,67.4416666666667,122.1
Southampton,50.898,-1.408,1964,22.8,1.6,12.5,62.3583333333333,122.94
Southampton,50.898,-1.408,1965,20.9,1,3.33333333333333,68.8083333333333,126.8
Southampton,50.898,-1.408,1966,21.4,1.9,1.91666666666667,74.6166666666667,122.75
Southampton,50.898,-1.408,1967,22.9,2.1,2.91666666666667,79.0666666666667,141.8
Southampton,50.898,-1.408,1968,21.2,0.1,4,74.9666666666667,123.383333333333
Southampton,50.898,-1.408,1969,23.5,-0.1,2.91666666666667,63.8,140.716666666667
Southampton,50.898,-1.408,1970,22.4,1.5,3.5,65.35,141.575
Southampton,50.898,-1.408,1971,23.3,2.1,2.41666666666667,56.0333333333333,144.525
Southampton,50.898,-1.408,1972,21.6,2.8,1.25,63.4583333333333,131.45
Southampton,50.898,-1.408,1973,23.3,1.6,3.33333333333333,39.35,144.4
Southampton,50.898,-1.408,1974,20.5,3.7,0.333333333333333,82.275,138.675
Southampton,50.898,-1.408,1975,24.5,2.4,2.08333333333333,57.5833333333333,152.091666666667
Southampton,50.898,-1.408,1976,25.5,0.7,2.83333333333333,56.55,156.508333333333
Southampton,50.898,-1.408,1977,22.1,1.8,2.09090909090909,66.5333333333333,129.9
Southampton,50.898,-1.408,1978,20.3,1.2,3.16666666666667,62.8333333333333,127.066666666667
Southampton,50.898,-1.408,1979,22.4,-1.9,3.83333333333333,66.875,136.125
Southampton,50.898,-1.408,1980,21,0.1,2.58333333333333,58.8,136.2
Southampton,50.898,-1.408,1981,22.8,0,3.27272727272727,67.6833333333333,117.95
Southampton,50.898,-1.408,1982,22.7,2.1,2,71.7833333333333,134.733333333333
Southampton,50.898,-1.408,1983,26.4,0.7,3,54.35,134.725
Southampton,50.898,-1.408,1984,23.1,2.4,1.66666666666667,67.0166666666667,141.416666666667
Southampton,50.898,-1.408,1985,21.7,-1.4,5,54.1333333333333,138.5
Southampton,50.898,-1.408,1986,21.2,-2.1,3.58333333333333,68.025,130.9
Southampton,50.898,-1.408,1987,21.8,-0.5,3.58333333333333,62.4333333333333,131.525
Southampton,50.898,-1.408,1988,20.3,2.5,1.75,52.7666666666667,136.858333333333
Southampton,50.898,-1.408,1989,25.2,3.7,1.41666666666667,56.275,161.158333333333
Southampton,50.898,-1.408,1990,24.5,2.8,0.833333333333333,55.1,160.516666666667
Southampton,50.898,-1.408,1991,23.3,-0.6,2.58333333333333,55.1333333333333,124.508333333333
Southampton,50.898,-1.408,1992,22.1,1.9,2.72727272727273,60.8416666666667,141.077777777778
Southampton,50.898,-1.408,1993,20.9,2.8,1.66666666666667,81.5583333333333,NaN
Southampton,50.898,-1.408,1994,24.3,1.7,1.63636363636364,76.3583333333333,NaN
Southampton,50.898,-1.408,1995,27.1,2,2.25,67.2416666666667,NaN
Southampton,50.898,-1.408,1996,22.3,0.5,3.5,55.2333333333333,NaN
Southampton,50.898,-1.408,1997,23.8,0.3,2.66666666666667,59.75,NaN
Southampton,50.898,-1.408,1998,22.9,3.5,1.41666666666667,71.7,NaN
Southampton,50.898,-1.408,1999,24.2,3,1.25,69.875,NaN
Southampton,50.898,-1.408,2000,12.5,2.1,5,43.1666666666667,NaN
Sheffield,53.381,-1.490,1883,19.8,-1.6,3.16666666666667,72.9583333333333,NaN
Sheffield,53.381,-1.490,1884,22.6,1.7,2.08333333333333,54.0166666666667,NaN
Sheffield,53.381,-1.490,1885,21,0.4,4,65.675,NaN
Sheffield,53.381,-1.490,1886,20.8,-1,6,78.3583333333333,NaN
Sheffield,53.381,-1.490,1887,23.7,-0.6,5.83333333333333,40.925,NaN
Sheffield,53.381,-1.490,1888,18,-0.1,5.91666666666667,61.9583333333333,NaN
Sheffield,53.381,-1.490,1889,20,0.6,3.83333333333333,60.8416666666667,NaN
Sheffield,53.381,-1.490,1890,19.4,-2.3,4.58333333333333,57.2083333333333,NaN
Sheffield,53.381,-1.490,1891,18.9,-0.8,4.66666666666667,73.2333333333333,NaN
Sheffield,53.381,-1.490,1892,19.1,-0.7,6.33333333333333,72.1333333333333,NaN
Sheffield,53.381,-1.490,1893,21.9,0.4,3.41666666666667,54.575,NaN
Sheffield,53.381,-1.490,1894,20.3,0.6,2.75,69.2916666666667,NaN
Sheffield,53.381,-1.490,1895,21,-4.2,6.33333333333333,66.5083333333333,NaN
Sheffield,53.381,-1.490,1896,20.6,1.9,2.25,56.8166666666667,NaN
Sheffield,53.381,-1.490,1897,20.7,-0.8,3.08333333333333,61.9833333333333,NaN
Sheffield,53.381,-1.490,1898,20.5,1,2.08333333333333,57.425,NaN
Sheffield,53.381,-1.490,1899,22,-0.1,4,62.675,NaN
Sheffield,53.381,-1.490,1900,22.5,-0.2,2.41666666666667,69.7666666666667,NaN
Sheffield,53.381,-1.490,1901,22.6,0.4,5,59.2166666666667,NaN
Sheffield,53.381,-1.490,1902,18.4,-0.8,3.33333333333333,62.4333333333333,NaN
Sheffield,53.381,-1.490,1903,19.2,1.2,2.16666666666667,80.5916666666667,NaN
Sheffield,53.381,-1.490,1904,21.3,0.8,3.16666666666667,58.4333333333333,NaN
Sheffield,53.381,-1.490,1905,21.8,1.6,2.16666666666667,51.5833333333333,NaN
Sheffield,53.381,-1.490,1906,21.3,0.4,4,62.3,NaN
Sheffield,53.381,-1.490,1907,18.3,0.4,3.33333333333333,66.95,NaN
Sheffield,53.381,-1.490,1908,19.5,0.5,3.91666666666667,53.8,NaN
Sheffield,53.381,-1.490,1909,20.3,0.5,4.75,67.0083333333333,NaN
Sheffield,53.381,-1.490,1910,18.8,0.9,2.33333333333333,65.6166666666667,NaN
Sheffield,53.381,-1.490,1911,23.4,1.7,1.33333333333333,53.9,NaN
Sheffield,53.381,-1.490,1912,18.8,1.2,1.75,83.0916666666667,NaN
Sheffield,53.381,-1.490,1913,19.1,1.5,1.83333333333333,64.5,NaN
Sheffield,53.381,-1.490,1914,20.7,2,1.16666666666667,61.2083333333333,NaN
Sheffield,53.381,-1.490,1915,19.3,1.3,2.16666666666667,69.5833333333333,NaN
Sheffield,53.381,-1.490,1916,20.8,0.4,2.41666666666667,70.0583333333333,NaN
Sheffield,53.381,-1.490,1917,20.4,-0.8,5.75,54.9666666666667,NaN
Sheffield,53.381,-1.490,1918,17.9,1.3,3.5,69.025,NaN
Sheffield,53.381,-1.490,1919,NA,NA,NaN,75.8083333333333,NaN
Sheffield,53.381,-1.490,1920,18.4,2.2,1.16666666666667,71.4083333333333,NaN
Sheffield,53.381,-1.490,1921,23.8,2.4,1.25,48.1916666666667,NaN
Sheffield,53.381,-1.490,1922,18.2,0.9,2.41666666666667,75.35,NaN
Sheffield,53.381,-1.490,1923,15.3,2.3,0.833333333333333,73.6583333333333,NaN
Sheffield,53.381,-1.490,1924,19.2,-0.3,3.33333333333333,61.675,NaN
Sheffield,53.381,-1.490,1925,21.8,0.8,3.16666666666667,64.4916666666667,NaN
Sheffield,53.381,-1.490,1926,20.9,2.2,2,61.7833333333333,NaN
Sheffield,53.381,-1.490,1927,19.4,0,2.08333333333333,72.2333333333333,NaN
Sheffield,53.381,-1.490,1928,20.3,1.4,1.5,72.5916666666667,NaN
Sheffield,53.381,-1.490,1929,20.9,-2.5,3.66666666666667,59.375,116.009090909091
Sheffield,53.381,-1.490,1930,19.9,0.6,3.16666666666667,76.6,101.258333333333
Sheffield,53.381,-1.490,1931,19.2,-0.3,3.66666666666667,77.325,94.8583333333333
Sheffield,53.381,-1.490,1932,21,1.6,2.41666666666667,67.45,88.35
Sheffield,53.381,-1.490,1933,23,0.2,2.75,52.8166666666667,114.033333333333
Sheffield,53.381,-1.490,1934,23.8,1.8,1.58333333333333,52.2333333333333,108.041666666667
Sheffield,53.381,-1.490,1935,22.4,0.9,1.75,72.6083333333333,118.183333333333
Sheffield,53.381,-1.490,1936,20.3,-0.8,3.5,64.525,92.325
Sheffield,53.381,-1.490,1937,21.3,0.2,3.08333333333333,74.9,92.025
Sheffield,53.381,-1.490,1938,19.7,1.7,0.583333333333333,65.8,101.133333333333
Sheffield,53.381,-1.490,1939,19.9,1.9,1.08333333333333,78.025,94.6166666666667
Sheffield,53.381,-1.490,1940,22.4,-3.5,4.41666666666667,63.7833333333333,112.475
Sheffield,53.381,-1.490,1941,22.4,-1.4,3.83333333333333,73.5083333333333,95.175
Sheffield,53.381,-1.490,1942,19.9,-2.4,4.5,56.7583333333333,99.5083333333333
Sheffield,53.381,-1.490,1943,21,2.2,1.33333333333333,55.1083333333333,118.925
Sheffield,53.381,-1.490,1944,20.8,1.1,2.16666666666667,70.6583333333333,90.725
Sheffield,53.381,-1.490,1945,20.9,-1,1.91666666666667,56.9916666666667,103.658333333333
Sheffield,53.381,-1.490,1946,20.3,0.6,3.08333333333333,82.1416666666667,99.375
Sheffield,53.381,-1.490,1947,23.9,-3.5,5.75,64.2583333333333,105.833333333333
Sheffield,53.381,-1.490,1948,19.7,2.3,1.58333333333333,61.3833333333333,106.375
Sheffield,53.381,-1.490,1949,21.6,1.9,1.5,59.4333333333333,123.975
Sheffield,53.381,-1.490,1950,21.1,-0.3,2.83333333333333,64.5416666666667,109.258333333333
Sheffield,53.381,-1.490,1951,20.6,0.9,1.75,78.1416666666667,104.808333333333
Sheffield,53.381,-1.490,1952,19.9,0.7,2.91666666666667,57.875,103.9
Sheffield,53.381,-1.490,1953,20.2,2,1.41666666666667,49.85,100.558333333333
Sheffield,53.381,-1.490,1954,17.7,-0.2,2.25,81.9833333333333,87.3166666666667
Sheffield,53.381,-1.490,1955,22.9,-0.9,4.5,58.35,112.375
Sheffield,53.381,-1.490,1956,18.7,-1.8,3.58333333333333,75.1083333333333,94.575
Sheffield,53.381,-1.490,1957,20.5,2,1.58333333333333,61.125,99.5333333333333
Sheffield,53.381,-1.490,1958,19.6,0.8,3.75,80.3666666666667,90.6833333333333
Sheffield,53.381,-1.490,1959,22.4,-0.2,2.08333333333333,50.775,123.208333333333
Sheffield,53.381,-1.490,1960,21.7,1.2,1.83333333333333,86.2666666666667,102.1
Sheffield,53.381,-1.490,1961,19.3,-0.2,1.83333333333333,59.8333333333333,115.791666666667
Sheffield,53.381,-1.490,1962,18.3,-0.6,4.25,57.3833333333333,103.591666666667
Sheffield,53.381,-1.490,1963,19.7,-3.5,6.16666666666667,61.4,94.15
Sheffield,53.381,-1.490,1964,19.8,0.4,3.75,53.6083333333333,107.516666666667
Sheffield,53.381,-1.490,1965,19,1,3.58333333333333,86.5416666666667,93.5333333333333
Sheffield,53.381,-1.490,1966,19.4,0.6,3.16666666666667,80.75,90.9166666666667
Sheffield,53.381,-1.490,1967,21.5,1.8,2.83333333333333,66.8916666666667,110.2
Sheffield,53.381,-1.490,1968,19.5,-0.4,4.33333333333333,73.05,82.3083333333333
Sheffield,53.381,-1.490,1969,21.5,-1.5,5.41666666666667,78.725,103.425
Sheffield,53.381,-1.490,1970,21.8,0.1,3.58333333333333,65.55,115.4
Sheffield,53.381,-1.490,1971,22.1,2.3,1.66666666666667,64.2,111.175
Sheffield,53.381,-1.490,1972,19.5,1.6,1.5,67.3833333333333,92.2166666666667
Sheffield,53.381,-1.490,1973,20.7,2.1,2.58333333333333,63.4416666666667,111.883333333333
Sheffield,53.381,-1.490,1974,19.5,2.2,0.583333333333333,64.5166666666667,113.575
Sheffield,53.381,-1.490,1975,24.6,1.6,2.25,46.6083333333333,123.133333333333
Sheffield,53.381,-1.490,1976,24,0.3,3.08333333333333,56.1833333333333,122.416666666667
Sheffield,53.381,-1.490,1977,19.6,0.4,2.41666666666667,73.6333333333333,114.258333333333
Sheffield,53.381,-1.490,1978,18.6,-0.5,4,68.6583333333333,105.158333333333
Sheffield,53.381,-1.490,1979,20.4,-2.4,5,80.0333333333333,111.475
Sheffield,53.381,-1.490,1980,19.8,0.4,2.58333333333333,73.15,105.283333333333
Sheffield,53.381,-1.490,1981,20.5,-2.3,3.41666666666667,78.3833333333333,106.666666666667
Sheffield,53.381,-1.490,1982,20.9,-0.3,2.83333333333333,69.3166666666667,112.508333333333
Sheffield,53.381,-1.490,1983,24.5,-0.8,2.66666666666667,75.5166666666667,101.175
Sheffield,53.381,-1.490,1984,22.5,0.6,3.25,72.2083333333333,115.325
Sheffield,53.381,-1.490,1985,20.4,-0.8,4.91666666666667,56.175,101.95
Sheffield,53.381,-1.490,1986,20,-3,3.83333333333333,83.175,111.975
Sheffield,53.381,-1.490,1987,19.8,-1.1,4.25,65.775,107.116666666667
Sheffield,53.381,-1.490,1988,19.5,2.2,2,76.25,112.191666666667
Sheffield,53.381,-1.490,1989,22.9,2.7,1.41666666666667,61.425,143.741666666667
Sheffield,53.381,-1.490,1990,23.1,2.6,1,63.5833333333333,128.55
Sheffield,53.381,-1.490,1991,22.2,-0.3,3.5,55.5583333333333,111.833333333333
Sheffield,53.381,-1.490,1992,20.5,1,2.75,68.7083333333333,111.983333333333
Sheffield,53.381,-1.490,1993,19.4,2.2,2.91666666666667,76.15,106.991666666667
Sheffield,53.381,-1.490,1994,23.3,-0.6,2.66666666666667,75.425,113.716666666667
Sheffield,53.381,-1.490,1995,24.4,0.1,3,55.65,132.191666666667
Sheffield,53.381,-1.490,1996,21.5,0,4.41666666666667,62.2833333333333,120.1
Sheffield,53.381,-1.490,1997,23.3,0.2,1.91666666666667,65.3916666666667,131.95
Sheffield,53.381,-1.490,1998,20.1,2.4,1.83333333333333,77.1166666666667,116.391666666667
Sheffield,53.381,-1.490,1999,22.5,1.9,2.08333333333333,73.35,135.475
Sheffield,53.381,-1.490,2000,21.2,2.7,1.75,90.575,117.091666666667
Sheffield,53.381,-1.490,2001,21.4,0.3,4.16666666666667,63.7,118.541666666667
Sheffield,53.381,-1.490,2002,21.2,2.5,1.33333333333333,87.5083333333333,116.416666666667
Sheffield,53.381,-1.490,2003,22.4,0,3.41666666666667,49.6,138.483333333333
Sheffield,53.381,-1.490,2004,21.3,3,2,71.2666666666667,125.45
Sheffield,53.381,-1.490,2005,20.7,2.1,2.41666666666667,60.575,129.3
Sheffield,53.381,-1.490,2006,25.6,1.4,2.25,65.4333333333333,133.816666666667
Sheffield,53.381,-1.490,2007,19.7,2.4,1.75,79.0666666666667,132.383333333333
Sheffield,53.381,-1.490,2008,20.8,1.4,1.91666666666667,80.8833333333333,126.041666666667
Sheffield,53.381,-1.490,2009,21,1.3,2.83333333333333,74.6666666666667,132.983333333333
Sheffield,53.381,-1.490,2010,21,-1.9,4.91666666666667,51.5333333333333,124.291666666667
Sheffield,53.381,-1.490,2011,20.3,1.9,1.16666666666667,47.7,133.241666666667
Sheffield,53.381,-1.490,2012,20.9,2.3,2.08333333333333,95.5333333333333,117.008333333333
Sheffield,53.381,-1.490,2013,24,-0.2,3.91666666666667,60.6833333333333,118.4
Sheffield,53.381,-1.490,2014,23.2,3,0.833333333333333,72.0166666666667,116.866666666667
Sheffield,53.381,-1.490,2015,20.8,2,1.25,66.0166666666667,117.916666666667
Shawbury,52.794,-2.663,1946,NA,NA,NaN,60.9583333333333,111.733333333333
Shawbury,52.794,-2.663,1947,NA,NA,NaN,48.1583333333333,113.658333333333
Shawbury,52.794,-2.663,1948,NA,NA,NaN,56.65,119.633333333333
Shawbury,52.794,-2.663,1949,NA,NA,NaN,45.35,137.925
Shawbury,52.794,-2.663,1950,NA,NA,NaN,61.025,114.075
Shawbury,52.794,-2.663,1951,NA,NA,NaN,61.7,112.791666666667
Shawbury,52.794,-2.663,1952,NA,NA,NaN,49.95,116.333333333333
Shawbury,52.794,-2.663,1953,NA,NA,NaN,46.4333333333333,118.95
Shawbury,52.794,-2.663,1954,NA,NA,NaN,65.4916666666667,100.358333333333
Shawbury,52.794,-2.663,1955,NA,NA,NaN,47.7916666666667,132.408333333333
Shawbury,52.794,-2.663,1956,NA,NA,NaN,45.6916666666667,110.675
Shawbury,52.794,-2.663,1957,20.9,0,4.33333333333333,54.1666666666667,108.375
Shawbury,52.794,-2.663,1958,19.7,-1,5.16666666666667,72.9083333333333,92.4090909090909
Shawbury,52.794,-2.663,1959,21.8,-3.2,4.58333333333333,51.6666666666667,135.525
Shawbury,52.794,-2.663,1960,21.2,0.2,4.5,74.125,116.116666666667
Shawbury,52.794,-2.663,1961,19.2,-1.9,4.66666666666667,54.275,121.641666666667
Shawbury,52.794,-2.663,1962,18.5,-2.2,6.25,49.5666666666667,118.425
Shawbury,52.794,-2.663,1963,19.5,-6.9,7.16666666666667,42.8666666666667,119.891666666667
Shawbury,52.794,-2.663,1964,20,-1.6,6,39.8916666666667,109.758333333333
Shawbury,52.794,-2.663,1965,19.4,-0.5,5.66666666666667,68.95,103.591666666667
Shawbury,52.794,-2.663,1966,19,0.3,3.33333333333333,69.2666666666667,97.3583333333333
Shawbury,52.794,-2.663,1967,21.2,0.9,3.83333333333333,58.8166666666667,117.4
Shawbury,52.794,-2.663,1968,19.7,-1.7,5.75,61.3666666666667,103.841666666667
Shawbury,52.794,-2.663,1969,21.5,-2.7,6.25,59.65,112.983333333333
Shawbury,52.794,-2.663,1970,21.5,-0.4,5.75,55.7083333333333,118.908333333333
Shawbury,52.794,-2.663,1971,22,0.8,4.66666666666667,52.3,114.933333333333
Shawbury,52.794,-2.663,1972,19.8,0.5,4.66666666666667,56.8666666666667,100.508333333333
Shawbury,52.794,-2.663,1973,21,0.1,6,51.3166666666667,116.033333333333
Shawbury,52.794,-2.663,1974,19.7,1.3,4.08333333333333,51.0416666666667,107.408333333333
Shawbury,52.794,-2.663,1975,23.8,0.7,5.25,37.8833333333333,122.025
Shawbury,52.794,-2.663,1976,23.9,-1.8,6.25,51.9916666666667,117.875
Shawbury,52.794,-2.663,1977,20.3,-0.7,4.5,56.2333333333333,110.25
Shawbury,52.794,-2.663,1978,18.6,-1,5.33333333333333,50.9666666666667,99.7
Shawbury,52.794,-2.663,1979,20.3,-4.6,7.5,62.6416666666667,109.541666666667
Shawbury,52.794,-2.663,1980,19.7,-1.3,5.08333333333333,62.85,104.508333333333
Shawbury,52.794,-2.663,1981,20.9,-4.9,5.41666666666667,56.275,95.4916666666667
Shawbury,52.794,-2.663,1982,20.6,-2.5,5.83333333333333,60.025,110.683333333333
Shawbury,52.794,-2.663,1983,24.8,-2,4.5,46.2416666666667,110.616666666667
Shawbury,52.794,-2.663,1984,22.8,-0.1,5.25,54.4166666666667,128.225
Shawbury,52.794,-2.663,1985,20.1,-2.6,6.66666666666667,55.4,112.466666666667
Shawbury,52.794,-2.663,1986,20.1,-3.9,6.33333333333333,53.3333333333333,121.083333333333
Shawbury,52.794,-2.663,1987,19.6,-2.9,5.83333333333333,56.7166666666667,106.741666666667
Shawbury,52.794,-2.663,1988,19.2,-0.1,4.08333333333333,56.7833333333333,120.133333333333
Shawbury,52.794,-2.663,1989,23.3,1.1,4.33333333333333,49.0666666666667,140.091666666667
